article_id,title,link,paragraph
151,Commonwealth XI cricket team in Rhodesia in 1962-63,https://en.wikipedia.org/wiki/Commonwealth_XI_cricket_team_in_Rhodesia_in_1962-63,First-class cricket was not established in the colony until the Rhodesian team began taking part in South Africa's Currie Cup competition from 1904–05
152,Stairs Expedition,https://en.wikipedia.org/wiki/Stairs_Expedition,"At the 1884–85 Berlin Conference and related bilateral negotiations between Britain and Belgium, the land west and north of the Luapula River−Lake Mwe"
153,British diaspora in Africa,https://en.wikipedia.org/wiki/British_diaspora_in_Africa,"In 1910 four separate British colonies in Southern Africa united to form the Union of South Africa, which was governed as a constitutional monarchy wi"
154,Kazembe,https://en.wikipedia.org/wiki/Kazembe,After Msiri's death the Luapula valley was divided in 1894 between Britain – the eastern shores of the Luapula and Lake Mweru became part of North-Eas
155,List of Presidents of Zambia,https://en.wikipedia.org/wiki/List_of_Presidents_of_Zambia,"Upon independence and the renaming of the country as Zambia, Prime Minister Kenneth Kaunda was elected as the first President. The office of Prime Min"
156,Sakeji School,https://en.wikipedia.org/wiki/Sakeji_School,As of 2012 the school had 74 pupils between the ages of 6 and 14 and fourteen missionary teachers and care givers. At its maximum in the early 1960s t
157,Politics of Zambia,https://en.wikipedia.org/wiki/Politics_of_Zambia,"In the presidential and parliamentary elections held in November 1996, Chiluba was re-elected, and the MMD won 131 of the 150 seats in the National As"
158,Dugout (boat),https://en.wikipedia.org/wiki/Dugout_(boat),"A Nok sculpture portrays two individuals, along with their goods, in a dugout canoe.[2] Both of the anthropomorphic figures in the watercraft are padd"
159,Glencore International,https://en.wikipedia.org/wiki/Glencore_International,"In 2011, five non-government organisations filed a complaint to the OECD against a subsidiary of Glencore over allegations that a mine it owns in Zamb"
160,Bemba people,https://en.wikipedia.org/wiki/Bemba_people,"From the time AbaBemba established themselves as a distinct grouping to the time of the 21st Chitimukulu, the Bemba were said to have been ruled by a "
161,Bank of Zambia,https://en.wikipedia.org/wiki/Bank_of_Zambia,"The Board of the Bank of Zambia is composed of the Governor, who is the Chairperson, and six other Directors appointed by the Minister of Finance and "
162,Kalambo Falls,https://en.wikipedia.org/wiki/Kalambo_Falls,"During this time, the Acheulean industry of Kalambo Falls was superseded by the Sangoan culture. This shift is considered by Clark as a result of an e"
163,"Northern Province, Zambia","https://en.wikipedia.org/wiki/Northern_Province,_Zambia",The Northern Province lies mainly on the great southern African plateau which has been uplifted to an elevation around 1200 metres above sea level. Ri
164,History of Africa,https://en.wikipedia.org/wiki/History_of_Africa,"In 2008, an ochre processing workshop likely for the production of paints was uncovered dating to ca. 100,000 years ago at Blombos Cave, South Africa."
165,Foreign relations of Zambia,https://en.wikipedia.org/wiki/Foreign_relations_of_Zambia,"Following the independence of Zambia on 24 October 1964, the country has lent military aid and support to numerous movements and governments on the in"
166,Politics of Zambia,https://en.wikipedia.org/wiki/Politics_of_Zambia,Growing opposition to UNIP's monopoly on power led to the rise in 1990 of the Movement for Multiparty Democracy (MMD). The MMD assembled an increasing
167,Demographics of Zambia,https://en.wikipedia.org/wiki/Demographics_of_Zambia,"Zambia's mineral rich, youthful population consists primarily of Bantu-speaking people representing nearly 70 different ethnicities. Zambia's high fer"
168,Bemba people,https://en.wikipedia.org/wiki/Bemba_people,Colonialism and destruction of local traditions have somewhat distorted the history of Africans and the Bemba are no exception. The Bemba history is m
169,Zambia Railways,https://en.wikipedia.org/wiki/Zambia_Railways,"The 1,067 mm (3 ft 6 in) gauge Cape gauge ZR network was built during British colonial rule as part of the vision of the Cape-Cairo railway but the ec"
170,Copperbelt strike (1935),https://en.wikipedia.org/wiki/Copperbelt_strike_(1935),"After 1935, the mines were reopened and there was steady growth in the region.[12] According to David M. Gordon, the unrest gave missionaries a chance"
171,First Quantum Minerals,https://en.wikipedia.org/wiki/First_Quantum_Minerals,"In 2006 First Quantum acquired London-based Adastra Minerals for £140,000,000 in cash and stock.[8] In 2008 First Quantum acquired Toronto-based Scand"
172,Congo Pedicle road,https://en.wikipedia.org/wiki/Congo_Pedicle_road,The route by-passing the Pedicle is made longer by Lake Bangweulu and its swamps which extend from its north-east tip for 200 km (120 mi) to the north
173,British South Africa Company,https://en.wikipedia.org/wiki/British_South_Africa_Company,"Rhodes retained effective control of the BSAC until his death in 1902, but after the Jameson Raid the company's relations with the Colonial Office ove"
174,Kalambo Falls,https://en.wikipedia.org/wiki/Kalambo_Falls,J.D. Clark's work incorporated both questions of the cultures who lived at the Kalambo Falls site as well as what their environment was like during ti
175,British diaspora in Africa,https://en.wikipedia.org/wiki/British_diaspora_in_Africa,The ruling white minority in Southern Rhodesia unilaterally declared independence as Rhodesia in 1965 but no provisions were made to incorporate the m
176,Komboni,https://en.wikipedia.org/wiki/Komboni,"With Independence in 1964, the mines were nationalised and came under the control of Zambia Consolidated Copper Mines, ZCCM. The mines were subsequent"
177,Luapula Province,https://en.wikipedia.org/wiki/Luapula_Province,"As per the report of agricultural statistics of 2014 published by the Central Statistical Office of Zambia, the major economic activity in the provinc"
178,Africa,https://en.wikipedia.org/wiki/Africa,"The history of Africa is long, complex, and has often been under-appreciated by the global historical community.[20] Africa, particularly Eastern Afri"
179,Zambian kwacha,https://en.wikipedia.org/wiki/Zambian_kwacha,"On July 1, 1966, the parliament approved the arrangements of the decimal currency system (Act 40 of 1966), changing the main currency unit to Kwacha, "
180,Copperbelt strike (1935),https://en.wikipedia.org/wiki/Copperbelt_strike_(1935),"Historians believe that the strike, and other strikes in Africa during the period, changed the urban and migration policies of the British government "
181,Zambia national football team,https://en.wikipedia.org/wiki/Zambia_national_football_team,"In 2013, Zambia was eliminated in the first round of CAN 2013 without losing a single match (three draws). Two years later, after complicated qualifie"
182,Ing-ombe Ilede,https://en.wikipedia.org/wiki/Ing-ombe_Ilede,"Some burials at Ing'ombe Ilede contained beads that were connected to northwestern Zimbabwe chemically, like burials: 1,2,4 and 10.[9] These contained"
183,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,"Bemba is one of the most widely spoken languages in Zambia, spoken by many people who live in urban areas, and is one of Zambia's seven recognized reg"
184,Zambian Defence Force,https://en.wikipedia.org/wiki/Zambian_Defence_Force,"The increasing prospect of war with Rhodesia posed several unique security dilemmas for the ZDF.[9] Firstly, Zambia lacked the manpower or conventiona"
185,History of Africa,https://en.wikipedia.org/wiki/History_of_Africa,"During the Middle Ages, Islam spread west from Arabia to Egypt, crossing the Maghreb and the Sahel. Some notable pre-colonial states and societies in "
186,Kalambo Falls,https://en.wikipedia.org/wiki/Kalambo_Falls,"The Early Stone Age is described by Barham and Mitchell as the time period where the ancient ancestors of Homo sapiens sapiens first emerged, branchin"
187,Copperbelt strike (1935),https://en.wikipedia.org/wiki/Copperbelt_strike_(1935),The discovery of large deposits of copper sulfide during the 1900s encouraged large mining companies to invest in Northern Rhodesia.[13] South African
188,British South Africa Police,https://en.wikipedia.org/wiki/British_South_Africa_Police,"During the period of the Rhodesian Bush War in the late 1960s and 1970s, the BSAP formed an important part of the white minority government's fight ag"
189,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"In 1999, the non-governmental organisation Zambia Against People with Abnormal Sexual Acts (ZAPASA) formed to combat homosexuality and homosexuals in "
190,Shona language,https://en.wikipedia.org/wiki/Shona_language,Shona is used to refer to a standardised language based on the central dialects of the Shona region. Shona languages form a dialect continuum from the
191,History of Africa,https://en.wikipedia.org/wiki/History_of_Africa,"Evidence was found in 2018, dating to about 320,000 years ago, at the Kenyan site of Olorgesailie, of the early emergence of modern behaviors includin"
192,List of Presidents of Zambia,https://en.wikipedia.org/wiki/List_of_Presidents_of_Zambia,"Sata died in office in 2014. Accordingly, his Vice-President Guy Scott became President in an acting capacity. This made Scott the first white head of"
193,British South Africa Company,https://en.wikipedia.org/wiki/British_South_Africa_Company,"News of the Raid shocked the BSAC directors who, except for Beit and Grey, knew nothing of the plan. Rhodes at first denied responsibility for Jameson"
194,Liuwa Plain National Park,https://en.wikipedia.org/wiki/Liuwa_Plain_National_Park,"334 bird species, including various species of birds of prey, bustards, cranes (including grey crowned cranes and the endangered wattled crane), pelic"
195,Von Lettow-Vorbeck Memorial,https://en.wikipedia.org/wiki/Von_Lettow-Vorbeck_Memorial,"The British force had been waiting in the Abercorn area to attack the German forces coming from northern Mozambique, thinking they would make for Lake"
196,Northern Rhodesia,https://en.wikipedia.org/wiki/Northern_Rhodesia,"At first, Harry Johnston in Nyasaland was the local representative of the Colonial Office and the High Commissioner. Rhodes financed much of the Briti"
197,Zambia,https://en.wikipedia.org/wiki/Zambia,"On 24 October 1964, Zambia became independent of the United Kingdom and prime minister Kenneth Kaunda became the inaugural president. Kaunda's sociali"
198,Bemba people,https://en.wikipedia.org/wiki/Bemba_people,"Currently, there is no textus receptus of Bemba history; so, much of what is known about AbaBemba, especially about their early formative years, is a "
199,Komboni,https://en.wikipedia.org/wiki/Komboni,"Northern Zambia is part of the Copperbelt, which is a region of Africa known for copper mining. Beginning in the late 1880s, the region was largely de"
200,1977 Dan-Air Boeing 707 crash,https://en.wikipedia.org/wiki/1977_Dan-Air_Boeing_707_crash,"However, the accident aircraft had developed a cracked rear right spar without the fault being detected due to its location within part of the structu"
